区域,链接,标题,户型,面积,朝向,装修,楼层,楼层类型,总价(万),单价(元/平)
红谷滩区,https://nc.lianjia.com/ershoufang/103140037441.html,三房户型 户型方正 小区环境好 风景宜人,3室2厅,142.43,南,其他,中楼层,板楼,195.0,13691
红谷滩区,https://nc.lianjia.com/ershoufang/103127073785.html,全明户型 户型方正 花园小区  出门即达地铁,3室2厅,88.84,南,精装,高楼层,塔楼,58.0,6529
红谷滩区,https://nc.lianjia.com/ershoufang/103124723765.html,三面采光边户型、3+1房，满五唯一，随时过户。,3室2厅,138.84,南,简装,低楼层,板塔结合,189.0,13613
红谷滩区,https://nc.lianjia.com/ershoufang/103106599007.html,联泰香域尚城，小面积，房屋，出售。,1室1厅,35.18,北,简装,高楼层,塔楼,45.0,12792
红谷滩区,https://nc.lianjia.com/ershoufang/103131155101.html,一线江景大平层  170万装修 带车位和充电桩  视野开阔,4室2厅,238.52,南,精装,高楼层,板楼,460.0,19286
红谷滩区,https://nc.lianjia.com/ershoufang/103129674897.html,香逸澜湾低楼层  3房   诚意出售  看房提前联系,3室2厅,112.84,南,精装,低楼层,塔楼,195.0,17282
红谷滩区,https://nc.lianjia.com/ershoufang/103135172953.html,近地铁口 育新 三居 南北通透 双阳台,3室2厅,112.25,南,毛坯,中楼层,板楼,73.0,6504
红谷滩区,https://nc.lianjia.com/ershoufang/103122970158.html,品质小区， 视野好，楼层好，绿化高，得房率高，采光,2室2厅,90.43,南,精装,中楼层,板楼,125.0,13823
红谷滩区,https://nc.lianjia.com/ershoufang/103122586460.html,桥郡精装通透三房，视野无挡，拎包入住,3室2厅,125.59,南,精装,高楼层,板楼,260.0,20703
红谷滩区,https://nc.lianjia.com/ershoufang/103114681635.html,赣江旁 万达星城 通透三房 业主诚心出售 随时看房,2室2厅,90.31,东,简装,低楼层,板塔结合,91.0,10077
红谷滩区,https://nc.lianjia.com/ershoufang/103122933704.html,赣江边 联泰天禧高档小区 一线江景四房 视野开阔,4室2厅,155.93,南,毛坯,中楼层,板楼,370.0,23729
红谷滩区,https://nc.lianjia.com/ershoufang/103128580063.html,近地铁大厦 双地铁口 小面积3房 随时看 诚意卖,3室2厅,92.13,南,简装,低楼层,板楼,135.0,14654
红谷滩区,https://nc.lianjia.com/ershoufang/103140302770.html,高层看江中间户，视野宽阔，价格亲民！,3室2厅,97.68,南,毛坯,中楼层,塔楼,55.0,5631
红谷滩区,https://nc.lianjia.com/ershoufang/103138477435.html,香榭新交付的一栋楼南面视野无挡！全天太阳采光充足,2室2厅,81.22,南,精装,中楼层,板塔结合,129.0,15883
红谷滩区,https://nc.lianjia.com/ershoufang/103124319375.html,绿化环境好，楼层采光充足，视野好,3室2厅,115.46,南,毛坯,中楼层,塔楼,70.0,6063
红谷滩区,https://nc.lianjia.com/ershoufang/103123283603.html,全天采光，一线江景视野看江看湖，房东诚心出售,3室2厅,124.55,南,毛坯,中楼层,板楼,140.0,11241
红谷滩区,https://nc.lianjia.com/ershoufang/103132432722.html,商城世纪村 精装通透3房  业主诚心出售,3室1厅,138.82,南,精装,中楼层,板塔结合,165.0,11886
红谷滩区,https://nc.lianjia.com/ershoufang/103113536295.html,万达江景小区，采光好。视野好，户型方正,3室2厅,138.02,南,毛坯,中楼层,塔楼,100.0,7246
红谷滩区,https://nc.lianjia.com/ershoufang/103133247349.html,江边三房  好楼层 视野开阔 配套齐全  户型方正采光好,3室2厅,96.93,南,毛坯,中楼层,塔楼,58.0,5984
红谷滩区,https://nc.lianjia.com/ershoufang/103136849259.html,梧桐壹号精装修通透三房，东端户，视野好,3室2厅,110.66,南,精装,高楼层,板楼,225.0,20333
红谷滩区,https://nc.lianjia.com/ershoufang/103138262134.html,中间楼层 户型方正 采光好 诚心出售,3室2厅,92.92,南,其他,高楼层,板塔结合,90.0,9686
红谷滩区,https://nc.lianjia.com/ershoufang/103138885807.html,融创望江府，次新小区，此房西端户，精装修未入住,3室2厅,123.27,南,其他,中楼层,平房,123.0,9979
红谷滩区,https://nc.lianjia.com/ershoufang/103140217401.html,力高御景天城的通透三房南北双阳台出行方便,3室2厅,112.2,南,毛坯,低楼层,板楼,126.0,11230
红谷滩区,https://nc.lianjia.com/ershoufang/103126714502.html,此房户型通透 格局方正 采光敞亮 出行方便 配套齐全,3室2厅,120.77,南,简装,中楼层,板楼,129.0,10682
红谷滩区,https://nc.lianjia.com/ershoufang/103139261908.html,红角洲 繁华地段 70年小户型 出门南大,1室1厅,47.32,南,简装,中楼层,板楼,47.0,9933
红谷滩区,https://nc.lianjia.com/ershoufang/103125034577.html,联泰香域尚城 朝南精装 小户型70年产权 民水民电,1室1厅,41.9,南,精装,低楼层,板楼,57.0,13604
红谷滩区,https://nc.lianjia.com/ershoufang/103132057209.html,联泰香域尚城 朝南 一室一厅 阳光    充足,1室1厅,41.9,南,精装,高楼层,板楼,57.0,13604
红谷滩区,https://nc.lianjia.com/ershoufang/103127338927.html,南大付小旁 梵顿三期精装三房 东端户 视野开阔,3室2厅,124.8,南,精装,中楼层,板楼,180.0,14424
红谷滩区,https://nc.lianjia.com/ershoufang/103139746542.html,此房满5年，户型方正，三个房间，拎包入住。,3室2厅,96.86,南,精装,低楼层,塔楼,150.0,15487
红谷滩区,https://nc.lianjia.com/ershoufang/103138156500.html,2018年精装，莱蒙都会南区，楼层好采光好,3室2厅,96.94,东,精装,中楼层,板楼,251.0,25893
红谷滩区,https://nc.lianjia.com/ershoufang/103136541694.html,翠苑路地铁口业主诚意出想卖电梯小高层,2室2厅,92.06,南,简装,中楼层,塔楼,103.0,11189
红谷滩区,https://nc.lianjia.com/ershoufang/103136516147.html,高楼层 好视野 采光无挡 价格好 房东诚售,3室2厅,133.11,南,毛坯,高楼层,板楼,125.0,9391
红谷滩区,https://nc.lianjia.com/ershoufang/103138603117.html,新上 通透两室 可观江景摩天轮 阳光无挡 视野开阔,2室2厅,92.26,南,精装,中楼层,板楼,178.0,19294
红谷滩区,https://nc.lianjia.com/ershoufang/103126120814.html,业主诚心出售看房方便   诚心出售,2室1厅,87.23,南,精装,中楼层,塔楼,132.0,15133
红谷滩区,https://nc.lianjia.com/ershoufang/103139483515.html,房东诚心 朝南通透 精装保养的很好 地铁学习都在门口,3室2厅,110.97,南,精装,中楼层,板塔结合,179.0,16131
红谷滩区,https://nc.lianjia.com/ershoufang/103132603582.html,好楼层  好视野  好采光  房东在随时看房,2室2厅,94.28,南,简装,中楼层,板塔结合,99.0,10501
红谷滩区,https://nc.lianjia.com/ershoufang/103140406212.html,绿地国际博览城二期博翠 3室1厅 南,3室1厅,114.38,南,毛坯,中楼层,板塔结合,120.0,10492
红谷滩区,https://nc.lianjia.com/ershoufang/103140097623.html,房东自住装修，真洋房，楼栋好，含家具家电，含车位,4室2厅,137.28,南,其他,低楼层,板塔结合,166.0,12093
红谷滩区,https://nc.lianjia.com/ershoufang/103125168172.html,房位于小区中间 远离马路 比较安静 南昌之星摩天轮旁,2室2厅,104.83,南,简装,中楼层,板塔结合,130.0,12402
红谷滩区,https://nc.lianjia.com/ershoufang/103132336043.html,地处红角洲区域，出门公交站，步行800米到地铁二号,3室2厅,116.39,南,简装,中楼层,板楼,155.0,13318
红谷滩区,https://nc.lianjia.com/ershoufang/103136090507.html,华润万象城悦府高档小区，精装修准新房。,3室2厅,124.19,南,精装,中楼层,板楼,263.0,21178
红谷滩区,https://nc.lianjia.com/ershoufang/103125924250.html,红角洲新房，精装修，赣江边，出门就商场,3室2厅,124.28,南,精装,高楼层,暂无数据,237.0,19070
红谷滩区,https://nc.lianjia.com/ershoufang/103135080003.html,通透三室，高品质精装房，好楼层，视野无挡，自有菜地,3室2厅,118.89,南,精装,中楼层,板楼,116.0,9757
红谷滩区,https://nc.lianjia.com/ershoufang/103138534544.html,地铁口精装新力物业，楼栋楼层好，开车5min直达西站,3室2厅,89.18,南,其他,低楼层,板塔结合,82.0,9195
红谷滩区,https://nc.lianjia.com/ershoufang/103130025086.html,学在，装修可领包入住，中间楼层,2室2厅,90.68,南,精装,中楼层,板楼,202.0,22277
红谷滩区,https://nc.lianjia.com/ershoufang/103140123095.html,锦天府小区 地铁2号线龙岗站口 省妇保旁,3室2厅,91.18,南,毛坯,低楼层,板楼,118.0,12942
红谷滩区,https://nc.lianjia.com/ershoufang/103139608025.html,双地铁口 复试楼 视野开阔 成熟商圈,3室2厅,147.29,南,其他,高楼层,塔楼,220.0,14937
红谷滩区,https://nc.lianjia.com/ershoufang/103136570260.html,世纪花园小区中间位置 通透大三房 诚售阳光充足,3室2厅,128.03,南,简装,中楼层,板楼,193.0,15075
红谷滩区,https://nc.lianjia.com/ershoufang/103132426097.html,南昌二中旁 出门地铁口 房东诚心出售 得房率高免个税,3室2厅,135.37,南,精装,低楼层,板楼,205.0,15144
红谷滩区,https://nc.lianjia.com/ershoufang/103140135623.html,近地铁博雅精装修房东诚心出售视野,2室1厅,78.93,南,其他,高楼层,板楼,72.0,9123
红谷滩区,https://nc.lianjia.com/ershoufang/103139820345.html,双地铁口 精装修2房 南北通透 无挡视野,2室2厅,96.67,南,精装,高楼层,板楼,153.8,15910
红谷滩区,https://nc.lianjia.com/ershoufang/103140477581.html,新出房源 房东诚意出售 一梯一户 品质小区,3室2厅,159.25,南,其他,中楼层,板楼,169.0,10613
红谷滩区,https://nc.lianjia.com/ershoufang/103136652452.html,九龙湖西站旁精装大三房新力物业,3室1厅,116.16,南,精装,中楼层,板塔结合,106.0,9126
红谷滩区,https://nc.lianjia.com/ershoufang/103139675754.html,诚心出售  交通便利   阳光好,2室2厅,79.69,南,毛坯,中楼层,板楼,52.8,6626
红谷滩区,https://nc.lianjia.com/ershoufang/103136339447.html,丰和新城南苑 此房业主诚意出售，近地铁口,3室2厅,133.68,南,精装,中楼层,板楼,139.8,10458
红谷滩区,https://nc.lianjia.com/ershoufang/103131655459.html,通透三房，小区人车分流，业主急售房源,3室2厅,135.0,南,精装,中楼层,板楼,140.0,10371
红谷滩区,https://nc.lianjia.com/ershoufang/103138990043.html,联泰桥郡中间楼层全天太阳带车位随时可看,3室2厅,106.84,南,简装,中楼层,板楼,193.0,18065
红谷滩区,https://nc.lianjia.com/ershoufang/103124514827.html,世纪中央城一期  好房出售，，，，，，，，，,2室2厅,90.81,南,精装,低楼层,板塔结合,135.0,14867
红谷滩区,https://nc.lianjia.com/ershoufang/103138668785.html,全天阳光 户型方正视野开阔南北通透二居室看房有钥匙,2室2厅,98.68,南,精装,中楼层,板楼,140.0,14188
红谷滩区,https://nc.lianjia.com/ershoufang/103139552866.html,精装修大三房 中间楼层 价格看中可以协商 费用各付,3室2厅,142.61,南,其他,高楼层,板楼,195.0,13674
红谷滩区,https://nc.lianjia.com/ershoufang/103138769639.html,联泰香域尚城 3室2厅 南,3室2厅,132.33,南,精装,低楼层,板楼,208.0,15719
红谷滩区,https://nc.lianjia.com/ershoufang/103138099475.html,通透性好，户型通透，装修不错，看房提前预约,3室1厅,111.54,东,简装,中楼层,板塔结合,118.0,10580
红谷滩区,https://nc.lianjia.com/ershoufang/103128628523.html,小区中间位置 人车分流 阳光充足 闹中取静,2室1厅,82.49,南,精装,高楼层,板楼,94.0,11396
红谷滩区,https://nc.lianjia.com/ershoufang/103135764899.html,绿地国际博览城二期博隆 3室2厅 南,3室2厅,93.56,南,精装,低楼层,板楼,104.8,11202
红谷滩区,https://nc.lianjia.com/ershoufang/103138854642.html,联泰香域滨江 通透三房 装修保养佳 拎包入住 采光充足,3室2厅,125.8,南,其他,低楼层,板塔结合,175.0,13911
红谷滩区,https://nc.lianjia.com/ershoufang/103125610880.html,联泰香域滨江大三房，装修精致保持得很好，拎包入住,3室2厅,141.61,南,精装,低楼层,板塔结合,180.0,12711
红谷滩区,https://nc.lianjia.com/ershoufang/103128468085.html,南北通透户型，中间楼层，装修保养好，拎包入住,3室2厅,92.6,南,精装,中楼层,塔楼,110.0,11880
红谷滩区,https://nc.lianjia.com/ershoufang/103120439024.html,梵顿公馆 三房出售 南北通透 户型端正,3室2厅,136.93,南,简装,低楼层,塔楼,178.0,13000
红谷滩区,https://nc.lianjia.com/ershoufang/103131822914.html,丰和新城 自住精装三房  中间楼层,3室2厅,116.72,南,精装,中楼层,板楼,113.0,9682
红谷滩区,https://nc.lianjia.com/ershoufang/103111881416.html,凤凰城 地铁口  精装三房  户型方正  欢迎实地看房,3室2厅,130.24,南,精装,中楼层,板楼,230.0,17660
红谷滩区,https://nc.lianjia.com/ershoufang/103132742759.html,国博城二期 地铁口 四居室 采光好 随时看房,4室1厅,137.54,南,毛坯,低楼层,板楼,160.0,11633
红谷滩区,https://nc.lianjia.com/ershoufang/103126084225.html,融创望江府，环境舒适宜居，视野开阔,3室2厅,101.52,南,精装,中楼层,板塔结合,85.0,8373
红谷滩区,https://nc.lianjia.com/ershoufang/103134513709.html,满五年 户型方正 电梯两房 精装拎包入住,2室2厅,95.67,南,精装,中楼层,板楼,130.0,13589
红谷滩区,https://nc.lianjia.com/ershoufang/103131329882.html,华润凯旋门户型方正 出入方便 采光充足,3室2厅,88.2,南,毛坯,高楼层,板楼,95.0,10771
红谷滩区,https://nc.lianjia.com/ershoufang/103134483708.html,梧桐壹号精装两房，全新装修未入住，房东急售,2室2厅,90.14,南,精装,高楼层,板楼,148.0,16419
红谷滩区,https://nc.lianjia.com/ershoufang/103140104133.html,小区中间位置 不靠大马路 两居室 拎包入住,2室2厅,89.6,南,精装,高楼层,板楼,109.0,12166
红谷滩区,https://nc.lianjia.com/ershoufang/103140243783.html,8栋高标交付楼栋  业主自住软装  专梯专户 新小区,3室2厅,142.7,南,精装,低楼层,暂无数据,228.0,15978
红谷滩区,https://nc.lianjia.com/ershoufang/103137508263.html,省委集资房 带车位，出门的地铁口,3室2厅,108.88,南,精装,中楼层,板楼,178.0,16349
红谷滩区,https://nc.lianjia.com/ershoufang/103139884178.html,地处红角洲区域，居家装修优质两房 拎包入住,2室2厅,95.48,南,精装,低楼层,板楼,122.0,12778
红谷滩区,https://nc.lianjia.com/ershoufang/103140292245.html,前排通透大两房，房东诚心出售，随时可签,2室2厅,103.39,南,精装,中楼层,板塔结合,143.0,13832
红谷滩区,https://nc.lianjia.com/ershoufang/103140209810.html,地铁大厦旁 全新装修朝南三房 产权清晰 钥匙看房,3室2厅,101.82,南,精装,中楼层,板塔结合,163.0,16009
红谷滩区,https://nc.lianjia.com/ershoufang/103131040041.html,此房看公园的大三房 楼层好 视野开阔光线充足,3室2厅,137.25,南,毛坯,低楼层,塔楼,94.0,6849
红谷滩区,https://nc.lianjia.com/ershoufang/103131691249.html,精装修2房 近地铁口 出行方便,3室1厅,77.98,南,精装,中楼层,板楼,85.0,10901
红谷滩区,https://nc.lianjia.com/ershoufang/103126587980.html,单位房，靠地铁，国体，少年宫，带车位,3室2厅,143.3,南,精装,低楼层,板楼,220.0,15353
红谷滩区,https://nc.lianjia.com/ershoufang/103128201269.html,九龙湖2号线龙岗站旁 省公务员精装房带车位和暖气,3室2厅,128.17,南,精装,中楼层,板楼,210.0,16385
红谷滩区,https://nc.lianjia.com/ershoufang/103139021707.html,地铁口、学府旁，改善大三房，得房率高，视野采光好,3室1厅,142.53,南,毛坯,中楼层,板楼,226.0,15857
红谷滩区,https://nc.lianjia.com/ershoufang/103139329564.html,联泰香域尚城大三房 带车位 诚信出售,3室2厅,128.03,南,精装,低楼层,塔楼,169.0,13201
红谷滩区,https://nc.lianjia.com/ershoufang/103138216872.html,阳光枫情 2室2厅 南 北,2室2厅,84.47,南,其他,中楼层,板楼,76.0,8998
红谷滩区,https://nc.lianjia.com/ershoufang/103128165464.html,带个车位 近地铁6层电梯洋房 中间楼层 常青法系园林,4室2厅,137.28,南,毛坯,中楼层,板塔结合,160.0,11656
红谷滩区,https://nc.lianjia.com/ershoufang/103131863648.html,"业主诚心出售,户型通透,出行便利，配套成熟！",3室2厅,131.62,南,精装,低楼层,板楼,175.0,13296
红谷滩区,https://nc.lianjia.com/ershoufang/103139864980.html,户型好，得房率高 格局好 价格好 全天阳光 视野开阔,3室2厅,118.09,南,其他,中楼层,板楼,206.0,17445
红谷滩区,https://nc.lianjia.com/ershoufang/103139051493.html,中间楼层，采光视野开阔，小区环境优美，房东诚意出售,2室2厅,84.77,南,其他,中楼层,塔楼,47.0,5545
红谷滩区,https://nc.lianjia.com/ershoufang/103139532751.html,楼层好，采光好，全天阳光，品牌物业，人车分流,2室2厅,75.94,南,精装,中楼层,板楼,134.0,17646
红谷滩区,https://nc.lianjia.com/ershoufang/103139888991.html,纯地铁口新力物业大草坪 环境优美 精装修,3室2厅,115.72,南,精装,低楼层,板塔结合,97.0,8383
红谷滩区,https://nc.lianjia.com/ershoufang/103136529753.html,户型好，通透位置安静，诚心在售,3室2厅,136.51,东,其他,低楼层,板楼,139.0,10183
红谷滩区,https://nc.lianjia.com/ershoufang/103140238989.html,近地铁户型通透 小区环境好出门公园,3室1厅,126.44,南,精装,中楼层,板楼,135.0,10678
红谷滩区,https://nc.lianjia.com/ershoufang/103131021170.html,盛世经典带阳台的两房 房东诚心价格随时看房,2室1厅,87.56,南,精装,高楼层,板楼,95.0,10850
红谷滩区,https://nc.lianjia.com/ershoufang/103140076461.html,江景大三房 视野好 采光好 随时看房,3室2厅,125.49,南,其他,中楼层,板塔结合,150.0,11954
红谷滩区,https://nc.lianjia.com/ershoufang/103132265836.html,近绿地双子塔，近地铁，正规两房，交通便利，配套齐全,2室1厅,112.76,南,精装,中楼层,板塔结合,136.0,12062
红谷滩区,https://nc.lianjia.com/ershoufang/103140118976.html,通透格局户型好视野开阔，全天太阳,3室2厅,109.55,南,精装,低楼层,板楼,200.0,18257
红谷滩区,https://nc.lianjia.com/ershoufang/103132842693.html,小区口碑好，环境优美，视野开阔，居住舒适,3室2厅,137.94,南,精装,中楼层,板塔结合,190.0,13775
红谷滩区,https://nc.lianjia.com/ershoufang/103135143552.html,房间是半通透型视野开阔采光，精装，房东好说话,1室1厅,36.06,南,其他,高楼层,塔楼,54.0,14976
红谷滩区,https://nc.lianjia.com/ershoufang/103138911967.html,联泰香域滨江 通透大三房 3个阳台 采光充足 装修好,3室2厅,130.57,南,精装,高楼层,板塔结合,190.0,14552
红谷滩区,https://nc.lianjia.com/ershoufang/103124422320.html,"万达城，房子满两年，楼层好,视线充足。",2室2厅,86.88,南,精装,中楼层,塔楼,52.0,5986
红谷滩区,https://nc.lianjia.com/ershoufang/103140177428.html,万达城L区，三房两厅，小区环境好，物业好，诚心出售,3室2厅,96.91,南,其他,中楼层,塔楼,68.0,7017
红谷滩区,https://nc.lianjia.com/ershoufang/103135193222.html,博翠三房 可以看江景 自住装修 拎包入住,3室2厅,92.92,南,精装,中楼层,板楼,112.0,12054
红谷滩区,https://nc.lianjia.com/ershoufang/103132841440.html,精装 配套设施齐全，商场，医院，生活便利，出行。,3室2厅,128.56,南,精装,中楼层,板塔结合,182.0,14157
红谷滩区,https://nc.lianjia.com/ershoufang/103132100463.html,地铁口 正规一房 五中旁  业主诚意出售 看房方便,1室1厅,49.33,东,精装,中楼层,板塔结合,57.0,11555
红谷滩区,https://nc.lianjia.com/ershoufang/103139636133.html,带阳台大一房 楼层好 采光佳 不临街 宋储藏间,1室1厅,56.39,南,其他,中楼层,平房,75.0,13301
红谷滩区,https://nc.lianjia.com/ershoufang/103128179197.html,万达华府低总价端户 高楼层 诚心出售,3室1厅,127.85,南,精装,高楼层,板塔结合,139.0,10873
红谷滩区,https://nc.lianjia.com/ershoufang/103138376102.html,此房满2年，产权清晰，随时可以交易,3室2厅,127.88,南,精装,中楼层,塔楼,220.0,17204
红谷滩区,https://nc.lianjia.com/ershoufang/103139434980.html,世茂天城地铁口精装四房 中上楼层 户型通透,4室2厅,151.4,南,其他,中楼层,塔楼,270.0,17834
红谷滩区,https://nc.lianjia.com/ershoufang/103138941227.html,高品质社区，高标准精装修，四季常青，居住舒适,3室2厅,116.38,南,精装,中楼层,板楼,112.0,9624
红谷滩区,https://nc.lianjia.com/ershoufang/103132235209.html,东投新力樘悦 4室2厅 南 北,4室2厅,142.43,南,其他,高楼层,板楼,205.0,14394
红谷滩区,https://nc.lianjia.com/ershoufang/103138827868.html,自住的装修凤外师大助力孩子成长光照时间长的房子,3室2厅,90.44,南,精装,低楼层,板楼,202.0,22336
红谷滩区,https://nc.lianjia.com/ershoufang/103139389693.html,精装修 我这有照片 租金1700,1室1厅,48.28,南,其他,中楼层,板楼,26.0,5386
红谷滩区,https://nc.lianjia.com/ershoufang/103140347490.html,刚需通透三房精装交付二四双地铁口西站旁全新小区,4室2厅,129.61,南,精装,高楼层,板楼,183.0,14120
红谷滩区,https://nc.lianjia.com/ershoufang/103136746155.html,万象城摩天轮旁，无抵押，产权明晰，端户，全天阳光,3室2厅,121.9,南,精装,中楼层,板塔结合,188.0,15423
红谷滩区,https://nc.lianjia.com/ershoufang/103139079103.html,金科九龙湖精装洋房九龙大道旁保利剧院家门口,4室1厅,122.38,南,其他,高楼层,板楼,99.0,8090
红谷滩区,https://nc.lianjia.com/ershoufang/103119478163.html,联泰天悦新上房源！大家快过来看，楼层优质~,3室2厅,138.39,南,简装,低楼层,板楼,236.0,17054
红谷滩区,https://nc.lianjia.com/ershoufang/103121807632.html,带车位九龙湖正地 铁口全明户型 新力物业四季常青园林,3室2厅,89.81,南,精装,低楼层,塔楼,70.0,7795
红谷滩区,https://nc.lianjia.com/ershoufang/103140345152.html,中间楼层采光视野好，自住3房婚房装修可拎包入住,3室2厅,89.72,南,其他,中楼层,板楼,135.0,15047
